Flower group,Flower name,url,Containers,Flower Time,Flowers,Leaves,Life cycle,Miscellaneous,Plant Habit,Resistances,Soil pH Preferences,Suitable Locations,Sun Requirements,Uses,Wildlife Attractant,Flower Color,Inflorescence Height,Plant Spread,Awards and Recognitions,Parentage,Child plants,Plant Height,Fruit,Minimum cold hardiness,Propagation: Other methods,Propagation: Seeds,Toxicity,Bloom Size
sempervivum,Hen and Chicks (Sempervivum calcareum),https://garden.org/plants/view/113059/Hen-and-Chicks-Sempervivum-calcareum/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Fall, Other: It may be several years before it blooms",Showy,Evergreen,Perennial,Monocarpic,Cactus/Succulent,Deer Resistant,,,Full Sun to Partial Shade,"Provides winter interest, Groundcover","Bees, Butterflies",,,,,,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Offsets,"Provide light, Stratify seeds: Stratifying seeds may improve germination, but is not required, Suitable for wintersowing, Sow in situ, Will not come true from seed",,
sempervivum,Hen and Chicks (Sempervivum 'Gold Nugget'),https://garden.org/plants/view/711740/Hen-and-Chicks-Sempervivum-Gold-Nugget/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Fall, Other: It may be several years before it blooms",Showy,"Good fall color, Unusual foliage color, Evergreen",Perennial,"Patent/Plant Breeders' Rights: PP 28,284, Monocarpic",Cactus/Succulent,Deer Resistant,,,Full Sun to Partial Shade,"Provides winter interest, Groundcover","Bees, Butterflies",,,,,Sport of: Ruby Heart,one child plant,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Other: pp#28,284This plant is patented and cannot be propagated for sale or trading.","Provide light, Stratify seeds: Stratifying seeds may improve germination, but is not required, Suitable for wintersowing, Sow in situ, Will not come true from seed","Low risk, None",
sempervivum,Hen and chicks (Sempervivum 'Dea'),https://garden.org/plants/view/714949/Hen-and-chicks-Sempervivum-Dea/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Fall, Other: It may be several years before it blooms",Showy,Evergreen,Perennial,Monocarpic,Cactus/Succulent,Deer Resistant,,,Full Sun to Partial Shade,"Provides winter interest, Groundcover","Bees, Butterflies",,,,,,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Offsets,"Provide light, Stratify seeds: Stratifying seeds may improve germination, but is not required, Suitable for wintersowing, Sow in situ, Will not come true from seed",,
sempervivum,Hen and Chicks (Sempervivum 'Space Dog'),https://garden.org/plants/view/744862/Hen-and-Chicks-Sempervivum-Space-Dog/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Fall, Other: It may be several years before it blooms",Showy,Evergreen,Perennial,Monocarpic,Cactus/Succulent,Deer Resistant,,,Full Sun to Partial Shade,"Provides winter interest, Groundcover","Bees, Butterflies",,,,,Black Mini x na,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Offsets,"Provide light, Stratify seeds: Stratifying seeds may improve germination, but is not required, Suitable for wintersowing, Sow in situ, Will not come true from seed",,
sempervivum,Hen and Chicks (Sempervivum 'Larissa'),https://garden.org/plants/view/74594/Hen-and-Chicks-Sempervivum-Larissa/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Fall, Other: It may be several years before it blooms",Showy,Evergreen,Perennial,Monocarpic,Cactus/Succulent,Deer Resistant,,Xeriscapic,"Full Sun, Full Sun to Partial Shade","Provides winter interest, Groundcover","Bees, Butterflies",,,,,,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Offsets,"Provide light, Stratify seeds: Stratifying seeds may improve germination, but is not required, Suitable for wintersowing, Sow in situ, Will not come true from seed","Low risk, None, Possible skin irritant to some people",
sempervivum,Hen and Chicks (Sempervivum 'Red Lion'),https://garden.org/plants/view/74588/Hen-and-Chicks-Sempervivum-Red-Lion/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Fall, Other: It may be several years before it blooms",Showy,Evergreen,Perennial,Monocarpic,Cactus/Succulent,Deer Resistant,,Xeriscapic,"Full Sun, Full Sun to Partial Shade","Provides winter interest, Groundcover","Bees, Butterflies",,,,,,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Offsets,"Provide light, Stratify seeds: Stratifying seeds may improve germination, but is not required, Suitable for wintersowing, Sow in situ, Will not come true from seed","Low risk, None, Possible skin irritant to some people",
sempervivum,Hen and Chicks (Sempervivum 'Blaukraut'),https://garden.org/plants/view/534323/Hen-and-Chicks-Sempervivum-Blaukraut/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall, Fall, Other: It may be several years before it blooms",Showy,Evergreen,Perennial,Monocarpic,Cactus/Succulent,Deer Resistant,,,Full Sun to Partial Shade,"Provides winter interest, Groundcover","Bees, Butterflies",,,,,Black Emerald x n/a,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Offsets,"Provide light, Stratify seeds: Stratifying seeds may improve germination, but is not required, Suitable for wintersowing, Sow in situ, Will not come true from seed",,
shastadaisies,Shasta Daisy (Leucanthemum x superbum 'White Breeze'),https://garden.org/plants/view/648507/Shasta-Daisy-Leucanthemum-x-superbum-White-Breeze/,,,Showy,,Perennial,,Herb/Forb,Drought tolerant,,Xeriscapic,Full Sun to Partial Shade,,,White,,18-24 inches,,,,24-36 inches,,,,,,
shastadaisies,Shasta Daisies (Leucanthemum x superbum),https://garden.org/plants/view/86727/Shasta-Daisies-Leucanthemum-x-superbum/,,,Showy,,Perennial,,Herb/Forb,Drought tolerant,,,Full Sun to Partial Shade,,,White,,,,,,,,,,,,
shastadaisies,Shasta Daisy (Leucanthemum x superbum 'Aglaya'),https://garden.org/plants/view/112491/Shasta-Daisy-Leucanthemum-x-superbum-Aglaya/,,,Showy,,Perennial,,Herb/Forb,Drought tolerant,,Xeriscapic,Full Sun to Partial Shade,,,White,,18-24 inches,,,,24-36 inches,,,,,,
shastadaisies,Shasta Daisy (Leucanthemum x superbum 'Snowcap'),https://garden.org/plants/view/119810/Shasta-Daisy-Leucanthemum-x-superbum-Snowcap/,Needs excellent drainage in pots,"Summer, Late summer or early fall",Showy,,Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant, Drought tolerant",,Xeriscapic,"Full Sun, Full Sun to Partial Shade",Cut Flower,Butterflies,White,,18-24 inches,,,,24-36 inches,,,Division,,,"3""-4"""
shastadaisies,Shasta Daisy (Leucanthemum x superbum 'Snehurka'),https://garden.org/plants/view/532327/Shasta-Daisy-Leucanthemum-x-superbum-Snehurka/,,,Showy,,Perennial,,Herb/Forb,Drought tolerant,,,Full Sun to Partial Shade,,,White,,,,,,,,,,,,
shastadaisies,Shasta Daisy (Leucanthemum x superbum Sweet Daisy™ Christine),https://garden.org/plants/view/826404/Shasta-Daisy-Leucanthemum-x-superbum-Sweet-Daisy-Christine/,,,Showy,,Perennial,,Herb/Forb,Drought tolerant,,,Full Sun to Partial Shade,,,White,,,,,,,,,,,,
shastadaisies,Shasta Daisy (Leucanthemum x superbum 'Becky'),https://garden.org/plants/view/77484/Shasta-Daisy-Leucanthemum-x-superbum-Becky/,,"Summer, Late summer or early fall, Other: Deadheading flowers ensures more flowering throughout the season.",Showy,,Perennial,,Herb/Forb,"Drought tolerant, Salt tolerant",,Xeriscapic,"Full Sun, Full Sun to Partial Shade",Cut Flower,"Bees, Butterflies",White,,18-24 inches,Other: 2003 PPA Perennial Plant of the Year; 2002 Great Plant Picks Award Winner,,,24-36 inches,,,Division,,,"3""-4"""
smoketrees,Smoke Tree (Cotinus coggygria 'Royal Purple'),https://garden.org/plants/view/76091/Smoke-Tree-Cotinus-coggygria-Royal-Purple/,Not suitable for containers,Summer,Showy,"Good fall color, Unusual foliage color, Deciduous",,"Tolerates poor soil, Dioecious","Shrub, Tree","Deer Resistant, Rabbit Resistant, Drought tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)","Patio/Ornamental/Small Tree, Xeriscapic",Full Sun,Flowering Tree,Bees,Pink,,10 to 15 feet,Other: 2005 Great Plant Picks Award Winner,,one child plant,usually 10 to 15 feet,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,Self fertile,,
smoketrees,Smoketrees (Cotinus coggygria),https://garden.org/plants/view/76089/Smoketrees-Cotinus-coggygria/,,Summer,Showy,"Good fall color, Deciduous",,"Tolerates poor soil, Dioecious","Shrub, Tree","Deer Resistant, Rabbit Resistant, Drought tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",Patio/Ornamental/Small Tree,Full Sun,Flowering Tree,Bees,Pink,,10 to 15 feet,,,,usually 10 to 15 feet,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,Self fertile,,
smoketrees,Smoketree (Cotinus coggygria Golden Spirit™),https://garden.org/plants/view/76090/Smoketree-Cotinus-coggygria-Golden-Spirit/,,"Spring, Late spring or early summer, Summer",Showy,"Good fall color, Unusual foliage color, Deciduous, Other: Showy bright yellow leaves that glow",,"Tolerates poor soil, Dioecious","Shrub, Tree","Deer Resistant, Rabbit Resistant, Drought tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",Patio/Ornamental/Small Tree,"Full Sun, Full Sun to Partial Shade","Windbreak or Hedge, Flowering Tree",Bees,Pink,,10 to 15 feet,,,one child plant,usually 10 to 15 feet,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,Self fertile,,
smoketrees,European Smoketree (Cotinus coggygria Winecraft Black®),https://garden.org/plants/view/736675/European-Smoketree-Cotinus-coggygria-Winecraft-Black/,,Summer,Showy,"Good fall color, Deciduous",,"Tolerates poor soil, Dioecious, Patent/Plant Breeders' Rights: USPP 30,216; CPBRAF, Goes Dormant","Shrub, Tree","Deer Resistant, Rabbit Resistant, Drought tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",Patio/Ornamental/Small Tree,Full Sun,Flowering Tree,Bees,Pink,,10 to 15 feet,,,,usually 10 to 15 feet,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,Self fertile,,
spinach,Spinach (Spinacia oleracea 'Red Kitten'),https://garden.org/plants/view/649295/Spinach-Spinacia-oleracea-Red-Kitten/,,,,,Annual,,Herb/Forb,,,,Full Sun,Vegetable,,,,,,,,,,,,Self fertile,,
spinach,Spinach (Spinacia oleracea 'Seaside'),https://garden.org/plants/view/748719/Spinach-Spinacia-oleracea-Seaside/,Suitable in 3 gallon or larger,,,,Annual,,Herb/Forb,,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,,,,6 inches,,,,6 inches,,,,"Self fertile, Sow in situ",,
spinach,Spinach (Spinacia oleracea 'Ashley'),https://garden.org/plants/view/824090/Spinach-Spinacia-oleracea-Ashley/,,,,,,,Herb/Forb,,,,,Vegetable,,,,,,,,,,,,Self fertile,,
spinach,Spinach (Spinacia oleracea 'Gigante d'Inverno'),https://garden.org/plants/view/527391/Spinach-Spinacia-oleracea-Gigante-dInverno/,Suitable in 1 gallon,,,Other: Edible,Annual,,Herb/Forb,,,,Full Sun to Partial Shade,Vegetable,,,,2 ft,,,,12 inches,,,,"Self fertile, Provide darkness, Needs specific temperature: 40-75° F , Days to germinate: 6-14, Depth to plant seed: 1/4 inch, Suitable for wintersowing, Sow in situ, Start indoors, Can handle transplanting",,
spinach,Spinach (Spinacia oleracea 'Alexandria'),https://garden.org/plants/view/736818/Spinach-Spinacia-oleracea-Alexandria/,,,,,,,Herb/Forb,,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,,,,6-8 inches,,,,6-12 inches,,,,Self fertile,,
spinach,Spinaches (Spinacia oleracea),https://garden.org/plants/view/125551/Spinaches-Spinacia-oleracea/,,,,,,,Herb/Forb,,,,,Vegetable,,,,,,,,,,,,Self fertile,,
spinach,Spinach (Spinacia oleracea 'America'),https://garden.org/plants/view/161171/Spinach-Spinacia-oleracea-America/,,,,,,,Herb/Forb,,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,,,,6-8 inches,AAS (All-America Selection®): 1952,Bloomsdale Dark Green x Viking.,,6-10 inches,,,,"Self fertile, Sow in situ",,
spinach,Spinach (Spinacia oleracea 'Reflect'),https://garden.org/plants/view/764620/Spinach-Spinacia-oleracea-Reflect/,,,,,Annual,,Herb/Forb,Powdery Mildew,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,,,,6-10 inches,,,,6- 10 inches,,,,"Self fertile, Sow in situ",,
spiraeas,Spirea (Spiraea nipponica 'Snowmound'),https://garden.org/plants/view/79068/Spirea-Spiraea-nipponica-Snowmound/,,"Spring, Late spring or early summer",Showy,"Unusual foliage color, Deciduous, Other: Blue-green, turning a minimally attractive yellow shade in fall.",Perennial,,Shrub,"Deer Resistant, Drought tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,Full Sun to Partial Shade,"Windbreak or Hedge, Erosion control, Groundcover, Cut Flower",Butterflies,White,,2 to 5 feet,,,,2 to 5 feet,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,"Under 1"""
spiraeas,Bridalwreath Spiraea (Spiraea prunifolia),https://garden.org/plants/view/79069/Bridalwreath-Spiraea-Spiraea-prunifolia/,Needs excellent drainage in pots,Spring,"Showy, Blooms on old wood","Good fall color, Deciduous",Perennial,,Shrub,"Deer Resistant, Drought tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,"Full Sun, Full Sun to Partial Shade",Windbreak or Hedge,Butterflies,White,,4 to 8 feet,,,,4 to 8 feet,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),Cuttings: Stem,,,"Under 1"""
spiraeas,Japanese Spirea (Spiraea japonica 'Magic Carpet'),https://garden.org/plants/view/119382/Japanese-Spirea-Spiraea-japonica-Magic-Carpet/,Suitable in 3 gallon or larger,Summer,"Showy, Blooms on new wood","Good fall color, Unusual foliage color, Deciduous",Perennial,Patent/Plant Breeders' Rights: PP 9363,Shrub,,,Xeriscapic,Full Sun to Partial Shade,,"Bees, Butterflies",Pink,,20-24 inches,,,,18-20 inches,,,,,,
spiraeas,Spiraeas (Spiraea),https://garden.org/plants/view/677527/Spiraeas-Spiraea/,,,,Deciduous,Perennial,,Shrub,,,,Full Sun to Partial Shade,,,,,,,,,,,,,,,
spiraeas,Van Houtte Spiraea (Spiraea x vanhouttei 'Pink Ice'),https://garden.org/plants/view/131503/Van-Houtte-Spiraea-Spiraea-x-vanhouttei-Pink-Ice/,,"Spring, Late spring or early summer",Showy,Deciduous,Perennial,,Shrub,,,,"Full Sun, Full Sun to Partial Shade",,,White,,2m,,,,1.5m- 2m,,,Cuttings: Stem,,,"1""-2"""
spiraeas,Double Reeves Spirea (Spiraea cantoniensis 'Lanceata'),https://garden.org/plants/view/127841/Double-Reeves-Spirea-Spiraea-cantoniensis-Lanceata/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots",Late spring or early summer,Showy,"Good fall color, Deciduous, Other: Dark green upper surface, bluish-green reverse turn coppery-bronze in autumn.",Perennial,,Shrub,"Deer Resistant, Rabbit Resistant, Drought tolerant","Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun to Partial Shade,Windbreak or Hedge,"Bees, Butterflies",White,,4 - 6 feet,,,,4 - 6 feet,,,,,,"Under 1"""
spiraeas,Japanese Spirea (Spiraea japonica 'Neon Flash'),https://garden.org/plants/view/131494/Japanese-Spirea-Spiraea-japonica-Neon-Flash/,,Summer,"Showy, Blooms on new wood","Good fall color, Deciduous, Broadleaf",Perennial,"Tolerates poor soil, Monoecious",Shrub,"Deer Resistant, Rabbit Resistant, Drought tolerant",Neutral (6.6 – 7.3),,"Full Sun, Full Sun to Partial Shade",,"Bees, Other Beneficial Insects",Pink,,4 to 5 feet,,,,3 to 4 feet,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Cuttings: Stem,,,
strawberries,Strawberries (Fragaria),https://garden.org/plants/view/672981/Strawberries-Fragaria/,,,,,,,,,,,,,,,,,,,,,,,,,,
strawberries,Pineberry (Fragaria x ananassa 'White Carolina'),https://garden.org/plants/view/792226/Pineberry-Fragaria-x-ananassa-White-Carolina/,Suitable in 3 gallon or larger,,,,Perennial,,Vine,,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5)",,Full Sun,Vegetable,"Bees, Birds",,,6-12 inches,,,,6-12 inches,Showy,,Stolons and runners,,,
strawberries,Alpine Strawberry (Fragaria vesca),https://garden.org/plants/view/76583/Alpine-Strawberry-Fragaria-vesca/,,"Late winter or early spring, Spring, Late spring or early summer, Summer, Late summer or early fall, Fall, Late fall or early winter",Showy,"Unusual foliage color, Semi-evergreen, Broadleaf",Perennial,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade, Partial Shade to Full Shade, Full Shade","Groundcover, Medicinal Herb, Vegetable, Will Naturalize",Bees,White,,"8 inches (20 cm), but will spread until you stop it",,,,4-6 inches (10-15 cm),"Showy, Edible to birds",Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Cuttings: Root,"Provide light, Days to germinate: erratic, can take up to 26 weeks, Suitable for wintersowing, Sow in situ, Can handle transplanting",,"1""-2"""
strawberries,Strawberry (Fragaria x ananassa),https://garden.org/plants/view/92396/Strawberry-Fragaria-x-ananassa/,,,,,Perennial,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade",,"Bees, Birds",,,,,,,,"Showy, Edible to birds",,"Division, Stolons and runners, Offsets",Self fertile,,
strawberries,Strawberry (Fragaria x ananassa 'Chandler'),https://garden.org/plants/view/136900/Strawberry-Fragaria-x-ananassa-Chandler/,,,,,Perennial,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade",,"Bees, Birds",,,,,,,,"Showy, Edible to birds",,"Division, Stolons and runners, Offsets",Self fertile,,
strawberries,Fragaria vesca subsp. vesca,https://garden.org/plants/view/485864/Fragaria-vesca-subsp-vesca/,,,,,,,,,,,,,,,,,,,,,,,,,,
sunroots,Sunroots (Helianthus tuberosus),https://garden.org/plants/view/82417/Sunroots-Helianthus-tuberosus/,Not suitable for containers,Late summer or early fall,Showy,,Perennial,Tolerates poor soil,Herb/Forb,"Deer Resistant, Rabbit Resistant",,,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade","Vegetable, Will Naturalize","Bees, Butterflies",Yellow,,18 - 24 inches,,,,36 - 72 inches,Edible to birds,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,"Suitable for wintersowing, Can handle transplanting",,"1""-2"""
sunroots,Jerusalem Artichoke (Helianthus tuberosus 'Stampede'),https://garden.org/plants/view/144508/Jerusalem-Artichoke-Helianthus-tuberosus-Stampede/,Not suitable for containers,Late summer or early fall,Showy,,Perennial,Tolerates poor soil,Herb/Forb,"Deer Resistant, Rabbit Resistant",,,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade","Vegetable, Will Naturalize","Bees, Butterflies",Yellow,,18 - 24 inches,,,,36 - 72 inches,Edible to birds,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,"Suitable for wintersowing, Can handle transplanting",,"1""-2"""
sunroots,Jerusalem Artichoke (Helianthus tuberosus 'Clearwater'),https://garden.org/plants/view/186341/Jerusalem-Artichoke-Helianthus-tuberosus-Clearwater/,Not suitable for containers,Late summer or early fall,Showy,,Perennial,Tolerates poor soil,Herb/Forb,"Deer Resistant, Rabbit Resistant",,,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade","Vegetable, Will Naturalize","Bees, Butterflies",Yellow,,18 - 24 inches,,,,36 - 72 inches,Edible to birds,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,"Suitable for wintersowing, Can handle transplanting",,"1""-2"""
sunroots,Sunroot (Helianthus tuberosus 'White Fuseau'),https://garden.org/plants/view/657373/Sunroot-Helianthus-tuberosus-White-Fuseau/,Not suitable for containers,Late summer or early fall,Showy,,Perennial,Tolerates poor soil,Herb/Forb,"Deer Resistant, Rabbit Resistant",,,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade","Vegetable, Will Naturalize","Bees, Butterflies",Yellow,,18 - 24 inches,,,,36 - 72 inches,Edible to birds,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,"Suitable for wintersowing, Can handle transplanting",,"1""-2"""
cherries,Sweet Cherry (Prunus avium 'Van'),https://garden.org/plants/view/130558/Sweet-Cherry-Prunus-avium-Van/,,Spring,Showy,Deciduous,Perennial,,Tree,,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",Street Tree,"Full Sun, Full Sun to Partial Shade","Flowering Tree, Medicinal Herb, Useful for timber production","Bees, Birds, Butterflies",White,,,,,one child plant,50-100 feet,"Showy, Edible to birds",,,Self fertile,"Leaves are poisonous, Roots are poisonous, Other: seeds","1""-2"""
cherries,Sweet Cherries (Prunus avium),https://garden.org/plants/view/78512/Sweet-Cherries-Prunus-avium/,,Spring,Showy,Deciduous,Perennial,,Tree,,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,"Full Sun, Full Sun to Partial Shade","Flowering Tree, Medicinal Herb","Bees, Birds, Butterflies",White,,,,,,50-100 feet,"Showy, Edible to birds",,,,"Leaves are poisonous, Roots are poisonous, Other: seeds","1""-2"""
cherries,Sweet Cherry (Prunus avium 'Black Tatarian'),https://garden.org/plants/view/118160/Sweet-Cherry-Prunus-avium-Black-Tatarian/,,Spring,Showy,Deciduous,Perennial,,Tree,,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",Street Tree,"Full Sun, Full Sun to Partial Shade","Flowering Tree, Medicinal Herb, Useful for timber production","Bees, Birds, Butterflies",White,,,,,,50-100 feet,"Showy, Edible to birds",,,Self fertile,"Leaves are poisonous, Roots are poisonous, Other: seeds","1""-2"""
cherries,Sweet Cherry (Prunus avium 'Bing'),https://garden.org/plants/view/120754/Sweet-Cherry-Prunus-avium-Bing/,,Spring,Showy,Deciduous,Perennial,,Tree,,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",Street Tree,"Full Sun, Full Sun to Partial Shade","Flowering Tree, Medicinal Herb, Useful for timber production","Bees, Birds, Butterflies",White,,,,,,50-100 feet,"Showy, Edible to birds",,,Self fertile,"Leaves are poisonous, Roots are poisonous, Other: seeds","1""-2"""
sweetpotatoes,Sweet Potatoes (Ipomoea batatas),https://garden.org/plants/view/77225/Sweet-Potatoes-Ipomoea-batatas/,,,,,Perennial,,Vine,,,,Full Sun,Vegetable,,,,,,,,,,Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),,,,
sweetpotatoes,Sweet Potato Vine (Ipomoea batatas 'Pink Frost'),https://garden.org/plants/view/111059/Sweet-Potato-Vine-Ipomoea-batatas-Pink-Frost/,,,Other: This is a cultivar that never flowers.,,Perennial,,Vine,,,,Full Sun,Vegetable,,,,,,,,,,Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),,,"Other: The sap of this plant contains latex and can cause dermatitis for some sensitive individuals. For others, though, the plant is edible.",
sweetpotatoes,Ornamental Sweet Potato (Ipomoea batatas 'Blackie'),https://garden.org/plants/view/111060/Ornamental-Sweet-Potato-Ipomoea-batatas-Blackie/,"Suitable in 3 gallon or larger, Suitable for hanging baskets, Needs excellent drainage in pots","Late spring or early summer, Summer, Late summer or early fall, Other: Blooms only occasionally. Usually from spring to fall.","Showy, Other",Unusual foliage color,Perennial,,Vine,,,,"Full Sun, Full Sun to Partial Shade","Groundcover, Vegetable, Suitable as Annual",,Bi-Color: Variable; white or lavender with a purple center.,,3-6 feet,Other: 2001 Georgia Gold Medal Winner,,,6-12 inches,"Dehiscent, Other: Fruit is rare and only occurs with cross-pollinated flowers. The fruit is a capsule that splits open at maturity. The seeds inside are toxic and contain LSA.",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),"Cuttings: Stem, Cuttings: Tip, Other: tuber (fat root)","Scarify seeds: Scarify gently and plant. Soaking in water also helps., Will not come true from seed, Other info: Seeds are rare and are mostly only used in breeding programs.","Other: The sap of this plant contains latex and can cause dermatitis in some sensitive individuals; however, those who are not allergic can eat the leaves safely. The seeds, however, have LSA and should be avoided at all costs.",
sweetpotatoes,Ornamental Sweet Potato (Ipomoea batatas 'Margarita'),https://garden.org/plants/view/111061/Ornamental-Sweet-Potato-Ipomoea-batatas-Margarita/,"Suitable in 3 gallon or larger, Suitable for hanging baskets, Needs excellent drainage in pots",,,,Perennial,,Vine,Humidity tolerant,,,Full Sun,"Groundcover, Vegetable, Will Naturalize",,,,indefinite,Other: 2001 Georgia Gold Medal Winner,,,,,Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,,Other: The sap of this plant contains latex and can cause dermatitis.,
sweetpotatoes,Sweet Potato (Ipomoea batatas 'Carolina Ruby'),https://garden.org/plants/view/539142/Sweet-Potato-Ipomoea-batatas-Carolina-Ruby/,,,,,Perennial,,Vine,,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,,,,6-8 ft.,,,,6-12 inches,,Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Other: Sprouts from mature roots,,,
sweetpotatoes,Sweet Potato Vine (Ipomoea batatas 'Little Blackie'),https://garden.org/plants/view/542477/Sweet-Potato-Vine-Ipomoea-batatas-Little-Blackie/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Suitable for hanging baskets, Needs excellent drainage in pots",Summer,Showy,"Good fall color, Unusual foliage color","Annual, Perennial",,"Herb/Forb, Vine",,,,Full Sun,"Groundcover, Vegetable, Suitable as Annual",,Pink,,24-36 inches,,,,12 inches,,Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),"Cuttings: Stem, Cuttings: Tip",,,"1""-2"""
sweetpotatoes,Sweet Potato (Ipomoea batatas Sweet Caroline Sweetheart Jet Black™),https://garden.org/plants/view/736773/Sweet-Potato-Ipomoea-batatas-Sweet-Caroline-Sweetheart-Jet-Black/,,,,,Perennial,,Vine,,,,Full Sun,Vegetable,,,,,,,,,,Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),,,,
swisschard,Swiss Chard (Beta vulgaris subsp. cicla 'Rhubarb Chard'),https://garden.org/plants/view/118060/Swiss-Chard-Beta-vulgaris-subsp-cicla-Rhubarb-Chard/,Suitable in 3 gallon or larger,,,Unusual foliage color,Biennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Vegetable, Salad greens, Cooked greens, Suitable as Annual",,,,,,,,,,,,"Sow in situ, Start indoors, Can handle transplanting",,
